Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,1,Travel_Rarely,437,Sales,9,3,Marketing,2,Female,51,1,1,Sales Representative,2,Single,2621,15167,1.1697724957610107,False,14,3,3,0.05067644596746491,1.9150796641257464,3.0710111085033964,3,2,1.992856957272584,1.6110479191917113,1.8770734830398852
38,0,Travel_Rarely,1155,Research & Development,27,3,Technical Degree,4,Male,57,3,2,Manufacturing Director,4,Married,6015,4262,3.031849551291755,False,18,3,1,1.0090813876201,9.264852269808419,3.2537626905832564,1,8,6.3753319041528,0.9878571923971533,7.188261506075064
37,0,Travel_Rarely,1294,Research & Development,10,4,Life Sciences,3,Male,50,3,2,Manufacturing Director,2,Single,4333,21655,1.9005205986893514,True,12,3,4,0.0,18.089168811314675,2.153319787494611,2,1,0.0,0.0,1.0879021481589752
57,0,Travel_Rarely,503,Research & Development,2,3,Medical,3,Male,61,2,5,Research Director,1,Married,16038,21463,7.637833742660107,False,11,3,2,2.5873767743873017,29.24144770093185,1.9985303872583702,3,1,0.0,0.03900478933671005,0.0
41,0,Travel_Rarely,541,Research & Development,4,2,Technical Degree,3,Male,59,3,5,Manager,4,Married,15621,4655,0.9425244622998051,False,11,3,4,0.034306384928080774,21.852856552433646,2.9969574067355698,3,18,14.321031643869514,7.609724310514951,13.98711681499756
33,0,Travel_Frequently,963,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,9007,15900,1.1160914886236033,False,15,3,4,0.034892825468827125,9.07333680229534,2.262776351986121,3,9,7.784218647640152,2.660176684110431,6.831758393062157
44,0,Travel_Rarely,379,Sales,22,3,Life Sciences,4,Female,48,3,2,Sales Executive,3,Single,5079,22895,7.383271569527285,False,16,3,3,0.0,7.784224991736642,3.000838991954909,3,5,3.0996559891756,0.0,0.9886096411982965
18,1,Travel_Frequently,560,Sales,3,2,Medical,2,Female,71,3,1,Sales Representative,4,Single,1643,18470,1.164859833990559,True,13,3,3,0.0258150379834059,0.05474526230129395,1.8842091847303875,4,0,0.0,0.0,0.0
22,0,Travel_Rarely,1304,Research & Development,1,2,Life Sciences,4,Male,31,2,2,Manufacturing Director,4,Married,4380,19078,5.634748539858641,False,23,4,1,1.9383359699195968,3.78815729562221,1.9924785083272194,1,2,2.0604855818621415,1.936369085795307,1.9048552601285187
29,1,Travel_Frequently,449,Research & Development,23,2,Life Sciences,4,Male,71,2,1,Research Scientist,4,Single,2499,15200,0.9575599081911578,True,23,4,2,0.0,1.1093499413955619,3.2631948341602053,2,1,0.012450006181741444,1.246310464676419,0.044782996457383074
29,0,Travel_Rarely,672,Research & Development,8,1,Medical,2,Male,77,2,2,Manufacturing Director,4,Married,5054,18736,1.0061894646118095,True,14,3,3,0.9170203076538834,9.916250981643213,1.894925809593829,2,10,7.6110133249504415,0.8881145940944687,2.0675563084028683
32,0,Non-Travel,757,Research & Development,4,3,Technical Degree,4,Male,91,3,2,Research Scientist,2,Divorced,2984,6381,5.120220125029851,False,14,3,4,1.7996713662654353,11.260812892342368,1.9204851489264985,2,9,7.350242443760774,0.869796604969347,7.015387182931642
39,0,Travel_Rarely,889,Research & Development,8,2,Medical,1,Male,85,3,2,Manufacturing Director,1,Married,5358,12031,1.0668553689652114,False,24,4,4,0.8022684399898168,9.64936608759299,3.0923315403488862,3,10,0.0,7.027708731991328,8.937729105843168
56,0,Travel_Rarely,1240,Research & Development,7,2,Medical,4,Female,51,3,5,Manager,3,Divorced,17159,18397,3.1921942275462314,False,18,3,2,0.8503366463179316,25.620365437235385,4.5040520434217015,3,7,6.929887830781164,4.165881116236698,6.292436701117476
29,0,Travel_Rarely,950,Research & Development,1,3,Life Sciences,1,Female,99,3,1,Research Scientist,4,Divorced,3691,5408,1.0664268653235396,False,14,3,1,2.5670571756044946,3.0533859368459115,4.7282587877367375,3,3,1.8825483541061232,0.964456539193911,2.0452760591653822
43,0,Travel_Rarely,278,Research & Development,2,3,Medical,4,Female,54,2,1,Laboratory Technician,1,Divorced,2661,7989,0.011198745052792811,True,10,3,3,1.0087515835683913,10.319337314515424,4.096201846347343,3,9,6.132011139998079,7.602247838872011,8.484351216615792
22,0,Travel_Rarely,957,Research & Development,3,2,Medical,4,Male,93,2,1,Research Scientist,3,Single,3099,9834,1.0658536467169533,False,17,3,1,0.0,3.267043444046303,3.948081729727279,4,3,1.9672731716302796,0.7842490685646742,0.0
30,0,Travel_Rarely,1459,Sales,17,1,Life Sciences,4,Male,106,3,2,Sales Executive,3,Married,5343,2922,7.793481677523115,False,15,3,3,1.9144585060787402,4.021286045538379,1.9694027339094973,2,2,1.0873205481537969,2.1495302230997155,1.751193172111022
29,1,Travel_Rarely,114,Sales,26,3,Marketing,2,Female,36,3,3,Sales Executive,4,Married,7479,25005,0.9022297752886443,False,23,4,4,2.599534395548489,10.195475857053857,2.9422454134689473,2,10,4.1231871213888525,1.0474481006374707,8.876181424274403
54,0,Travel_Rarely,247,Sales,1,1,Medical,4,Female,33,3,2,Sales Executive,1,Single,7952,8034,6.333782589477209,False,21,4,4,0.0,18.303343446907572,1.995483835709018,4,14,7.048096563667801,7.376371847847289,9.97494392556273
33,0,Travel_Rarely,1011,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,7003,11810,0.016330110228578873,False,13,3,1,0.010241189372555026,6.275153475504744,3.2664759111140125,3,5,0.0,0.9500145137843456,4.005218210042167
37,0,Non-Travel,303,Sales,15,4,Marketing,4,Male,85,1,2,Sales Executive,4,Divorced,5201,11535,1.039465432070471,False,24,4,1,0.9539489739009781,15.07808628137303,4.512016907653759,2,16,11.634348258934539,7.488103913231033,11.849984305105044
31,1,Travel_Rarely,530,Research & Development,1,3,Life Sciences,4,Male,64,2,1,Laboratory Technician,3,Single,3719,9809,0.007108040037330153,True,13,3,4,0.022391617917241594,4.216156145110924,2.1000706585458686,1,3,1.8006846879780811,1.0343694575306068,2.0249225224595735
36,0,Travel_Rarely,1293,Research & Development,27,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5368,7282,5.878341056318952,False,14,3,2,2.1506907350688227,9.606372787023417,1.977575402700637,2,3,2.023586573181389,0.041273781578745394,1.8217327552355633
24,1,Travel_Rarely,1453,Sales,1,1,Technical Degree,1,Female,68,3,1,Sales Representative,2,Single,3404,21512,0.9663850546323314,True,16,3,2,0.0,5.785016681770844,3.9930630225226436,3,5,2.8402633534817934,1.0787457918781267,3.957202231154898
38,1,Travel_Rarely,862,Research & Development,2,3,Medical,3,Male,82,3,2,Manufacturing Director,2,Married,4734,7483,3.8725225745386966,False,12,3,1,1.9001173312274926,7.150852978043649,1.9337332346862834,3,5,1.818110706200332,1.123800416106405,4.359175534619104
20,1,Travel_Rarely,158,Sales,12,3,Life Sciences,3,Female,89,4,1,Sales Representative,2,Single,2712,27247,0.9585910960771062,False,15,3,4,0.10107729703494486,0.9575304981663744,0.4706336334489067,3,1,0.07386829302944134,0.023357127413038557,0.0
51,0,Travel_Frequently,344,Research & Development,22,5,Medical,3,Male,93,1,4,Research Director,4,Single,15107,23651,1.0294938647098322,True,13,3,4,0.0076439627207961335,28.554795126824256,1.8368172630824098,3,18,6.605711322525529,7.39535540011598,9.087660131065576
35,0,Travel_Rarely,1138,Research & Development,23,4,Medical,3,Female,29,3,1,Laboratory Technician,1,Married,4035,15554,3.191207460627975,True,14,3,3,1.1252419223387473,3.9868499477854025,2.9111680757290883,3,2,1.7361432852055902,2.0528017340063998,1.9397534930776867
30,0,Travel_Rarely,661,Research & Development,7,4,Life Sciences,4,Male,49,3,2,Laboratory Technician,4,Divorced,5554,9264,2.9927062373831204,False,22,4,4,0.8998768460647645,10.635256425792234,2.986855811457189,2,7,7.1461610301292104,1.0455813824185762,7.143266739205541
50,0,Non-Travel,1010,Research & Development,19,4,Life Sciences,4,Male,89,3,2,Manufacturing Director,4,Divorced,6839,23145,1.0672514839190979,True,15,3,1,1.9457232416901107,6.224358615478733,0.4049658305908566,3,7,7.136146419771189,0.922641908549663,6.984732366034566
35,0,Travel_Rarely,866,Research & Development,1,3,Medical,4,Female,61,2,2,Laboratory Technician,4,Married,5148,10724,0.07190746107398091,False,12,3,2,1.1119484349268802,10.40683882048162,0.5035778221952104,3,9,7.12591532333496,0.035807728801109294,0.02540687206727878
31,0,Travel_Rarely,970,Research & Development,1,3,Life Sciences,4,Male,41,1,1,Laboratory Technician,3,Married,3784,24789,3.08365367808568,False,20,4,3,2.207305180412085,7.13962357429569,2.004560417380184,3,2,1.8772648921761914,0.0,1.7997699111346892
32,1,Travel_Frequently,301,Research & Development,31,2,Medical,3,Male,72,2,1,Laboratory Technician,2,Single,3629,11634,0.0,False,11,3,2,0.05906161398903583,6.386425579161286,1.9249324758188564,4,5,4.052134753164782,0.9559755876923663,3.8656753264123895
55,0,Travel_Rarely,707,Research & Development,14,4,Medical,3,Male,64,4,5,Research Director,2,Single,15722,13958,7.831627567527719,False,11,3,4,0.0030728756424102145,26.986069175457487,3.1594026911115423,3,17,14.234568600201134,2.180091174876117,15.027137480110365
41,0,Travel_Rarely,463,Research & Development,2,2,Medical,4,Male,36,3,4,Manager,1,Married,16534,14378,0.029105181745479193,False,17,3,4,1.0062908152252872,21.081727342849177,3.1466124279523973,3,19,5.189048494105767,8.210047399625447,6.9553313189903445
47,0,Travel_Frequently,1280,Research & Development,7,3,Life Sciences,1,Male,96,3,3,Laboratory Technician,1,Divorced,5241,20604,1.192273246819062,False,18,3,1,1.0884420746366388,25.18703030556038,2.0766476266435023,3,19,8.541461842792526,7.602896058181272,10.637947591990708
28,0,Non-Travel,284,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2771,10788,0.9761949197312006,False,16,3,2,0.9861542540572904,3.002492647613035,1.8684469895725757,3,3,1.8983646382018007,1.8810329180652432,1.7415931863675542
30,1,Travel_Rarely,383,Human Resources,19,5,Human Resources,4,Male,93,4,1,Human Resources,1,Married,2792,20080,0.04090281728038561,False,19,3,3,0.023790173666611437,2.102409867053637,4.151785717957353,3,1,0.0,0.0,0.0
36,1,Non-Travel,569,Research & Development,2,3,Life Sciences,1,Female,56,2,1,Laboratory Technician,1,Single,3503,17027,2.0660062518829463,True,22,4,2,0.0,11.153495328388418,1.8088407519761998,4,1,0.02209959817668591,0.008956565362586457,0.05456561719895377
34,0,Travel_Frequently,672,Research & Development,1,3,Medical,4,Male,94,2,2,Healthcare Representative,1,Single,5077,25041,0.0,False,21,4,3,0.0,14.16739649733428,2.8663444714784387,3,12,9.12392828409081,4.12675537618642,9.1655196389806
26,0,Travel_Rarely,1446,Sales,23,3,Marketing,3,Female,46,2,2,Sales Executive,5,Married,4023,22842,7.536864260504461,True,19,3,3,0.9696697807210011,4.951140713575433,1.9301982903261627,2,2,1.8531271679885293,0.0013633387303690428,0.0
37,0,Travel_Rarely,793,Research & Development,7,4,Medical,4,Male,82,3,2,Research Scientist,1,Married,4163,13558,5.1339984590052135,True,22,4,3,1.0135488659228862,15.038674142104613,1.986652872638156,3,5,3.19777490803367,0.04365240482377076,4.121827624181435
25,0,Travel_Frequently,603,Research & Development,1,2,Life Sciences,1,Female,72,1,1,Laboratory Technician,4,Divorced,4488,5490,2.874241686318728,False,13,3,1,0.9117306715060901,4.483306257691404,2.0466294325437158,3,2,2.100618892934197,2.009819523025708,0.0
47,0,Travel_Rarely,555,Research & Development,8,4,Other,4,Male,74,3,2,Research Scientist,4,Married,3701,9275,8.912640315016,False,14,3,1,2.1668249058820774,12.290061359302968,3.001656419174941,3,10,8.877910118258132,7.292765851265844,7.932690330925239
33,0,Travel_Rarely,216,Sales,10,4,Marketing,2,Male,41,3,2,Sales Executive,3,Single,5823,10918,0.9829245703255833,False,15,3,2,0.0,9.866913337945224,1.9534187817750526,2,10,4.000609204030683,0.017477526789853995,9.476258509914537
27,1,Travel_Rarely,1029,Sales,8,3,Technical Degree,4,Male,36,2,2,Sales Executive,1,Single,5203,2746,5.847051554489305,False,17,3,3,0.0,6.162201619888305,2.014349644209698,2,4,2.974635268315685,0.9978156368392055,1.8880078449112165
28,0,Travel_Rarely,135,Research & Development,1,3,Life Sciences,1,Male,94,3,2,Healthcare Representative,1,Married,5243,6680,0.027117034853570764,False,12,3,1,1.0593676297607446,6.083801922513818,4.786383083667736,2,5,2.8794531407446105,0.018398885717564657,1.9186741556297473
39,1,Travel_Rarely,522,Sales,3,1,Life Sciences,3,Male,53,2,3,Sales Executive,4,Married,10815,5677,1.0796838148644654,True,11,3,1,0.9741856128926292,15.829433548810568,4.792202711206793,3,16,7.692800750368347,2.897037083139177,7.296908840985996
38,0,Travel_Rarely,364,Research & Development,15,2,Life Sciences,3,Male,91,2,3,Research Director,4,Divorced,12457,14990,0.0,True,14,3,2,1.0688378790687796,11.696799731944152,2.973260525794174,3,11,10.707232053448797,2.0589169941965904,9.293951114419928
44,0,Travel_Rarely,1188,Sales,2,3,Medical,4,Male,71,3,2,Sales Executive,4,Married,7944,6482,1.0192602543590854,True,19,3,1,1.0602673296883627,10.167709689348422,3.2063604406532393,3,10,8.510280705484254,7.428932092522752,7.693812636484652
33,1,Travel_Frequently,250,Research & Development,9,4,Life Sciences,4,Male,97,3,2,Laboratory Technician,1,Married,5178,6369,3.9758103702784435,False,17,3,3,1.0577905086262218,10.821040086995952,3.2763142161973446,2,7,1.0746072665498472,0.0,6.436541180166151
37,0,Travel_Rarely,1271,Research & Development,27,2,Technical Degree,1,Male,66,3,2,Research Scientist,4,Divorced,3455,25026,1.062268886093331,False,17,3,1,1.9795778452970085,8.81870878026909,3.1114219915930743,3,9,8.531910829179894,3.771662177173299,6.93802897303049
52,0,Travel_Rarely,546,Research & Development,8,4,Life Sciences,3,Female,40,3,2,Laboratory Technician,3,Single,3746,22529,6.880893831657263,False,12,3,3,0.0,18.10430605336879,3.0225417995057926,3,1,0.0,0.0,0.0
28,0,Travel_Frequently,947,Sales,7,3,Life Sciences,4,Male,40,3,3,Sales Executive,3,Single,8377,3011,1.0612864222707752,False,16,3,4,0.0,8.669247858384056,0.4864112664859084,3,9,7.710855577755076,1.1194150855167617,6.913240447666378
41,0,Travel_Rarely,580,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2870,20338,3.0469692691466608,False,21,4,1,0.8707894547275592,12.60566446431773,2.882465347712312,3,5,3.1837819759085946,0.9187342544817283,0.0024671939939188664
31,0,Travel_Rarely,1249,Human Resources,9,3,Human Resources,3,Male,46,3,2,Human Resources,4,Married,5747,13417,0.024766170440207912,True,21,3,4,0.0,12.714935737957056,1.9224842985050559,1,11,8.618668556696514,4.024534063198959,7.51989710671026
29,0,Travel_Rarely,1094,Research & Development,26,4,Life Sciences,3,Female,92,4,1,Research Scientist,4,Divorced,2471,28207,4.022654082107553,False,21,4,1,1.1498638220974036,11.518423071543031,0.9642142483473,3,7,5.204665682029333,1.038778625383558,6.7291658704029205
37,0,Travel_Rarely,1362,Research & Development,9,2,Life Sciences,3,Female,81,3,1,Laboratory Technician,4,Single,2281,6433,0.9150085177482497,False,12,3,3,0.04749544206259005,2.3107476370422337,3.092741307714172,3,2,1.9576200448627175,2.040618061215403,0.9763678871888777
27,0,Travel_Rarely,1410,Research & Development,1,2,Medical,4,Male,75,3,1,Laboratory Technician,2,Divorced,3663,17520,1.0672496021203641,False,11,3,2,0.9686593480764942,4.77862155572036,2.193845082736333,3,5,2.182557926230694,0.039932435925918414,3.9136759374563903
35,0,Travel_Rarely,249,Sales,21,4,Life Sciences,4,Male,73,4,2,Sales Executive,4,Single,5462,19543,1.0697037837965795,False,11,3,4,0.0,9.701792212969066,3.0822252559454264,3,10,7.1565398816472525,5.152333152454824,7.355103949425992
22,0,Travel_Rarely,620,Research & Development,7,1,Medical,1,Male,72,3,1,Research Scientist,3,Married,2714,12101,0.013279213222760582,False,20,4,4,0.020524231927043307,2.9584725315865734,3.1182096769420005,3,2,2.130317853941004,1.9356843865863143,2.0969669357937373
35,0,Travel_Rarely,179,Research & Development,2,4,Medical,4,Male,100,4,1,Research Scientist,4,Married,3043,5968,0.0,True,14,3,1,2.3701705612133197,6.0667433151657395,3.1560316207651886,3,5,0.040041843702685646,0.783741416560061,2.081345038343709
47,0,Travel_Rarely,1383,Research & Development,4,4,Life Sciences,3,Male,83,2,3,Healthcare Representative,3,Single,11032,20820,6.921260003798417,False,13,3,2,0.004928192271379427,27.617663621165324,3.0069763914195926,3,15,11.093411578513876,3.8515058828603905,7.524791895960546
31,0,Travel_Rarely,1044,Research & Development,2,3,Medical,3,Female,70,3,1,Laboratory Technician,2,Married,2341,3837,1.0255339608335345,False,14,3,3,0.9871893763546687,8.241682427522168,4.042639325647538,3,8,0.0,0.043040285543943936,7.006819727575022
28,0,Travel_Rarely,153,Research & Development,1,3,Medical,3,Male,96,3,1,Laboratory Technician,1,Single,2812,20123,0.06448882513021698,False,14,3,4,0.0,7.7411048050727285,4.453551347457907,2,7,7.0245926025468055,6.928046085821415,5.817999277369431
55,1,Travel_Rarely,255,Sales,14,4,Marketing,1,Male,87,4,4,Sales Executive,3,Single,13359,9411,5.679756661950215,True,17,3,3,0.0,22.11815095450236,1.9341530110710847,2,18,6.671143954903694,3.202513254538352,7.68817705464278
32,1,Travel_Rarely,243,Sales,6,4,Life Sciences,2,Male,79,1,2,Sales Executive,3,Married,6243,20955,3.9731382517058904,True,19,3,2,0.0521736097151261,11.13550416622145,3.1652073926946653,2,7,6.868539427854532,6.646174506084501,6.931225270307604
41,0,Travel_Rarely,655,Research & Development,2,4,Life Sciences,3,Female,75,3,2,Healthcare Representative,4,Married,3887,5582,0.9978875394432858,False,13,3,2,1.94313927835149,9.993641000813557,4.10925684960074,3,10,1.9868468235289003,1.9893964448953598,1.9555986764141446
29,0,Travel_Rarely,1237,Sales,2,3,Medical,1,Male,82,2,2,Sales Executive,2,Married,6226,3521,1.8567289992321134,False,19,3,2,2.076566132172891,10.220371568975562,1.7838730719016713,3,0,0.0,0.0,0.0
50,0,Travel_Rarely,360,Research & Development,19,4,Medical,4,Female,85,3,2,Manufacturing Director,1,Divorced,5215,23120,8.323182026423579,True,11,3,2,2.030448759379349,9.187077268706174,4.217157264987869,3,5,2.9373362292125136,1.0215301552996086,3.931361544900518
31,0,Travel_Rarely,419,Sales,7,1,Marketing,4,Male,53,3,1,Sales Representative,2,Single,2912,19410,0.0,False,16,3,1,0.0,4.057110814971532,3.0833795885406943,3,3,2.01074968175063,0.9842129263754139,1.9818472059615786
53,0,Travel_Rarely,244,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8122,7629,6.689069844946788,False,19,4,4,0.03812500181504347,18.389944919273944,2.0870114944217595,4,14,7.138215214295661,7.772139238577412,10.331888185117972
42,1,Travel_Rarely,1348,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2097,3298,2.6970216532873943,True,14,3,2,0.026369826737296202,10.412530860555686,2.742790421700964,1,4,1.8872116278669362,0.03317899367726994,2.9689878177963513
45,0,Non-Travel,604,Sales,2,4,Life Sciences,3,Female,71,3,2,Sales Executive,3,Married,5525,20640,4.041931883054925,False,22,4,2,2.0571629323227465,10.222406870033316,3.1696335851998207,5,8,6.837131639773601,4.993862165073922,6.433895710435483
33,0,Travel_Rarely,469,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,3070,21296,0.9473506808739794,False,13,3,3,0.0,1.0699511344570183,4.052512265800385,1,1,0.0,0.015618593997155584,0.0
33,0,Travel_Rarely,133,Research & Development,4,4,Medical,3,Female,49,2,1,Research Scientist,2,Married,2557,13080,6.17241592193592,False,22,4,4,2.1118354263891714e-05,7.192386159657317,2.7689832294186334,3,3,1.853514508890301,0.9593487841882151,0.9881775744946023
46,0,Travel_Rarely,1241,Sales,2,4,Life Sciences,2,Female,49,4,4,Manager,2,Divorced,14979,21776,6.105394667307305,False,13,3,3,2.3334823349985743,30.438354084842036,1.8919255118422558,3,3,2.072382491729881,0.9564708798308645,1.9804648512713248
42,0,Travel_Rarely,273,Sales,5,2,Marketing,4,Male,81,3,6,Manager,3,Married,16568,7688,6.006290449987373,False,13,3,2,0.028615252617649762,21.63200343862298,3.0701561182095563,4,1,0.02367256534965512,0.0,0.0
50,0,Travel_Rarely,251,Sales,8,3,Marketing,3,Male,59,3,5,Manager,3,Married,15519,18872,3.9793490479701905,True,15,3,3,1.001670919063677,27.258385014404926,1.8487802281792904,3,1,0.0,0.05126575180015075,0.022307642429004983
31,1,Non-Travel,1503,Sales,12,4,Other,4,Male,58,4,2,Sales Executive,3,Married,4893,23841,7.884854891628256,False,12,3,4,0.0,6.051727362090803,2.2428327463075566,3,4,1.9571065492627486,0.9855686654590073,2.1647418169611834
35,0,Travel_Rarely,578,Research & Development,6,1,Medical,4,Male,39,2,3,Healthcare Representative,1,Married,10067,20889,4.085177441238607,False,15,3,1,1.1443478487829395,8.92363848330908,4.6583467472726,3,7,7.151170008921721,1.1187292822828772,7.113796271611411
38,0,Travel_Rarely,498,Research & Development,18,2,Life Sciences,1,Male,31,3,2,Manufacturing Director,3,Single,4915,13220,0.0,False,11,3,1,0.0,9.528521612909206,4.812312660993,3,7,7.322404380747815,0.9452296139391997,7.253000191732086
31,0,Travel_Rarely,771,Sales,8,2,Technical Degree,2,Male,90,4,2,Sales Executive,3,Married,7337,20743,1.12937700599749,False,21,4,3,1.977305553106756,10.405526049246761,4.471939193516943,3,9,7.995647978775421,3.749521311117376,8.130907477744989
27,1,Non-Travel,237,Sales,29,2,Medical,2,Male,83,1,2,Sales Executive,1,Single,4615,22092,7.8184952608372384,False,18,3,4,0.0,7.010928773596168,4.260805893450184,3,2,1.8621447157809612,2.0799575001091055,2.055510955142474
19,1,Travel_Frequently,913,Research & Development,6,3,Life Sciences,4,Female,68,2,1,Laboratory Technician,4,Single,3130,20558,1.006825451405202,True,17,3,2,0.01673592883554735,1.1121278874357143,4.64309902035795,3,1,0.0,0.9692822982438118,0.01000800825006778
41,0,Travel_Frequently,1215,Research & Development,3,4,Other,3,Male,43,3,1,Research Scientist,3,Married,2896,3048,3.134230480075138,False,16,3,1,1.035160098449618,8.280417141264362,2.054932743938226,3,2,2.0802489986711015,1.8689958948632823,1.953548035703072
36,0,Travel_Rarely,216,Research & Development,16,2,Other,4,Female,46,2,2,Manufacturing Director,2,Married,4789,24717,0.02795313680810139,True,11,3,4,0.0,4.219430542350739,1.9425395052789916,3,3,1.9529584832097044,0.04239745536186487,2.074040713949204
58,0,Travel_Frequently,950,Sales,6,3,Life Sciences,3,Female,80,4,4,Sales Executive,1,Married,12407,19069,8.26087991039674,False,12,3,4,2.343686578407188,29.958257711608187,0.49064610932379993,2,7,7.160570475573614,7.357567621088787,7.463519753565737
47,0,Travel_Rarely,953,Research & Development,2,2,Technical Degree,4,Male,77,4,1,Laboratory Technician,2,Single,2535,16006,5.213647618669949,False,11,3,3,0.0,6.791992340989792,3.983312406041928,2,1,0.0,0.008290693175957759,0.0027737734814500172
29,0,Travel_Rarely,150,Research & Development,8,2,Life Sciences,2,Female,69,4,3,Research Director,1,Married,11790,18897,0.0,True,12,3,3,2.5772066785335332,9.136235686560198,4.078139184185629,2,8,7.374268797576888,0.9816487404745577,6.986087376059564
41,0,Travel_Rarely,1481,Sales,28,3,Medical,4,Female,54,4,4,Sales Executive,4,Married,13440,11563,2.9789643846925333,True,19,3,3,1.1399667123364337,24.32619591554287,1.8449284765873257,3,12,11.126473863358909,7.600036203864588,10.887484255848165
52,0,Travel_Rarely,935,Research & Development,1,3,Medical,4,Female,56,3,4,Research Director,4,Single,16912,5759,6.021267475016504,False,20,3,4,0.03476624257557093,29.547003187974756,2.877874223331427,2,19,6.933019577734604,7.864812536240444,7.756439198278196
34,1,Travel_Frequently,670,Sales,19,4,Marketing,4,Female,63,3,2,Sales Executive,3,Married,4982,22574,0.0,True,19,3,3,1.0020310736433928,4.539278442512563,0.49916973523434577,2,4,2.1732358404162575,2.798958896915319,2.0975846224097574
34,0,Travel_Rarely,758,Sales,3,1,Medical,4,Female,74,2,2,Sales Executive,4,Married,9059,17316,2.7838281014067165,True,11,3,3,0.021955353412694577,8.898017682578521,2.979927318399536,2,4,1.7336839552702958,0.0,0.9318874852591749
